serial	id	type	title	body	signature_threshold	signature_count	signatures_needed	url	deadline	status	created	day1	day2	day3	day4	day5	day6	day7	day8	day9	day10	day11	day12	day13	day14	day15	day16	day17	day18	day19	day20	day21	day22	day23	day24	day25	day26	day27	day28	day29	day30	day31	day32	day33	day34	day35	day36	day37	day38	day39	day40	day41	day42	day43	day44	day45	day46	day47	day48	day49	day50	day51	day52	day53	day54	day55	day56	day57	day58	day59	day60	numpeaks	total
10761	52187ef16ce61c7226000008	petition	"Have Vice President Biden state publicly: ‰ÛÏI DO have a son, and he looks like Christopher Lane‰Ûù"	"White countries are being flooded with non-whites world-wide, and Whites are forced to assimilate with them, which will blend Whites out of existence.  That genocide is accompanied by murderous daily assaults on Whites, which also receive little attention.  Instead, Whites are fed a constant diet of every rare case (and non-case) of violence that‰Ûªs in the other direction, so that we ourselves become anti-white:  ‰ÛÏ‰Û_my father in law said he feels [Christopher Lane's murder] was payback for Trayvon. He said it matter of factly and arrogantly.‰Ûù  Thanks to anti-white media, schools, etc., my friend‰Ûªs family member agrees with Lane‰Ûªs murderer, who tweeted: ‰ÛÏ‰Û_white ppl‰Û_#HATE THEM.‰Ûù  Our media claims it‰Ûªs anti-racist. It‰Ûªs anti-white!  Anti-racist is a code word for anti-white!  ‰ÛÓ‰ÛÒ  goo.gl/3SY5n"	100000	422	99578	https://petitions.whitehouse.gov/petition/have-vice-president-biden-state-publicly-‰ÛÏi-do-have-son-and-he-looks-christopher-lane‰Ûù	30	Closed	1377337551	78	46	66	34	33	16	24	19	19	11	8	8	5	4	5	4	3	2	4	5	3	5	2	4	3	3	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	422
10766	5218d59f6889389a65000007	petition	Reverse the decision to grant immunity to George W Bush and the members of his administration who planned the Iraq War	"We ask the Obama administration to reverse its decision to grant Westfall immunity to George W Bush. The Bush administration committed serious war crimes and needs to be brought to justice in a court of law. The Obama Administration should be aiding the plaintiffs in this case, not trying to obstruct justice. Instruct Attorney General Holder to reverse this decision immediately., "	100000	1649	98351	https://petitions.whitehouse.gov/petition/reverse-decision-grant-immunity-george-w-bush-and-members-his-administration-who-planned	30	Closed	1377359443	4	10	7	1	1	43	26	12	6	3	4	202	238	140	99	56	63	63	65	47	82	56	51	60	47	88	61	52	37	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1649
10771	52196435704301a168000005	petition	Allow people from any nation to attend a training event in the U.S. that will teach them how to build positive character	"People of many nations are trying to attend The Peaceful Solution Character Education training event which would help them build positive moral character, and train them on ways to bring this training back to their country to teach others.   They have been denied by the American Embassy to learn this peaceful way of life.   People of any nation should be given the freedom to come and learn the Peaceful Solution. These people live in fear daily with war all around them. The P.S.C.E.P. will help them change morals in their country. We plead with the Obama Administration to investigate this matter. Grant permission needed to people of all nations who want to learn the peaceful solution to all problems for the sake of their country. Please sign this petition.  "	100000	391	99609	https://petitions.whitehouse.gov/petition/allow-people-any-nation-attend-training-event-us-will-teach-them-how-build-positive	30	Closed	1377396660	152	79	31	25	14	5	14	11	12	3	6	4	4	5	2	3	3	0	2	5	0	3	2	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	391
10776	521a31e48cce3fe84800000d	petition	Support and sign into law H.R. 2858 the Wildland Firefighter Protection Act	"Men and women have many reasons for leaving home and family to battle fire, but none of us will say we do it for recognition. Even those closest to us rarely fully grasp what we do, the shifts we endure, and the risks we take. We do this job because we love what we do. Federal wildland firefighters are among most professionally trained firefighters in world. We staff fire engines and earth-movers, work from helicopters and jump from planes, move as 20 person crews of ""ground pounders"", and comprise complex teams that manage relief efforts beyond just fires.  We spend weeks away from home and family working in adverse conditions for little pay, yet we are not fully recognized as firefighters nor are we paid for much of the time we spend away from home. Please demand action on H.R. 2858!"	100000	1367	98633	https://petitions.whitehouse.gov/petition/support-and-sign-law-hr-2858-wildland-firefighter-protection-act	30	Closed	1377450151	38	24	41	182	112	52	40	48	148	183	81	71	47	31	24	27	20	25	14	15	13	25	20	8	14	17	20	15	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1367
10781	521a5dbf2f2c88bb54000001	petition	Fund research to cure Chronic Lyme disease and related co-infections	"Chronic Lyme disease has been dismissed by the NIH and CDC as Post-Treatment Lyme Disease Syndrome. Unfortunately the facts do not square with this name. Chronic Lyme disease does exist as evidenced by many peer reviewed studies and furthermore, PTLDS ignores the prevalence of co-infections such as Babesiosis and Bartonella.   Therefore, I propose that funding for Lyme disease be increased by $200 M per year with 50% of that being devoted to finding a cure to Chronic Lyme disease and related co-infections.  References supporting Chronic Lyme disease: http://www.ilads.org/lyme_research/chronic_lyme.html "	100000	213	99787	https://petitions.whitehouse.gov/petition/fund-research-cure-chronic-lyme-disease-and-related-co-infections-0	30	Closed	1377459986	20	2	0	2	25	22	12	4	2	6	0	1	1	0	1	0	0	0	0	0	2	3	0	0	0	18	17	44	19	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	213
10786	521a6b2c6ce61cc07b000014	petition	Create change for those suffering from Post Traumatic Stress Syndrome (PTSD).	"PTSD is a condition that we need to take seriously.  I buried my son yesterday because he could not get the help he so desperately needed.  He went to the Clarkson VA 4 times for help and was denied that help 4 times.  As a veteran, he served his country well and deserves lifelong care for that service.  Congress hasn't been able to create a budget in 4 years but for their ""service"" they get life long benefits, retirement etc.  Our sons and daughters deserve far more than the gov is willing to give.  We the people demand change.  The process needs to change from basic training and continue thru end of term.  No soldier should ever be denied assistance, no soldier should EVER be made to feel like they have no one. No family should EVER have to suffer the loss of a child that was denied help"	100000	4128	95872	https://petitions.whitehouse.gov/petition/create-change-those-suffering-post-traumatic-stress-syndrome-ptsd	30	Closed	1377464390	747	519	856	363	314	170	141	115	209	113	87	41	25	16	34	34	39	26	20	28	30	23	25	18	33	37	24	16	13	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4128
10791	521a8aeb6ce61cad47000011	petition	"close the site Spokeo, and erase all the people's information on it."	"There is a site called Spokeo, where you can just enter someone's name, and it can bring you their exact location, for a payment of 4 dollars. Even if you don't pay, you can find what road and town they live on. It also shows you previous properties they have owned, and even the house they currently live in, its size and worth. This is an utter infringement of the peoples' right of security, and therefore unconstitutional.  "	100000	1923	98077	https://petitions.whitehouse.gov/petition/close-site-spokeo-and-erase-all-peoples-information-it	30	Closed	1377471394	815	226	116	77	61	55	47	30	30	23	44	174	23	18	20	16	15	11	7	16	8	10	13	5	14	19	8	9	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1923
10796	521ad33400e5796775000001	petition	Defund the NSA	"The NSA has overstepped its boundaries consistently and is wholly untrustworthy, having been caught lying repeatedly over many years to congressional inquiries and the fine citizens of this country.  It costs taxpayers 20 billion or more dollars a year - we don't know the actual costs because they are ""classified"" - and thus unaccountable.  The metrics of NSA ""success"" are muddied and hidden behind closed doors, and the very existence of programs like PRISM angers our allies.  Defund the NSA and put that money where it could actually do some good, like balancing the budget or investing in something that might actually do some good in the future."	100000	3593	96407	https://petitions.whitehouse.gov/petition/defund-nsa	30	Closed	1377493649	427	416	438	251	254	204	146	148	110	116	85	91	51	46	61	39	60	49	46	57	53	64	71	65	72	53	36	28	30	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3593
10801	521ad787b15a7a7143000000	petition	"Help Free American Egyptian Peace Activist, Mohamed Soltan, who was shot and imprisoned by Egyptian Security forces"	"Mohamed Soltan age 25, an Ohio State Graduate and an American citizen was arrested yesterday, August 24th, 2013, with three other Egyptian youth for their efforts in portraying the Military Rule in Egypt in its true colors to the world. Please join us in the demand to secure the safety and immediate release of Mohamed Salah Soltan.  #FreeSoltan #Free_Soltan #FreeMohamedSoltan  Twitter: @Soltanlife"	100000	668	99332	https://petitions.whitehouse.gov/petition/help-free-american-egyptian-peace-activist-mohamed-soltan-who-was-shot-and-imprisoned	30	Closed	1377491399	84	184	139	51	44	24	20	8	9	19	9	8	5	1	9	3	2	3	4	3	4	2	3	2	9	8	4	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	668
10806	521adfb8eab72ab210000007	petition	SAVE THE TORTOISES AT BLM NEVADA. The BLM is claiming they have to murder hundreds of tortoises- they don't!! We can hlp	"President Obama please help save these tortoises.  We know you have much bigger fish to fry, but this problem is an easy fix. Citizens will help adopt them and/or pitch in to find new homes for them. Lets find them homes instead of murdering them. What can we do to help you-help us???  The U.S. Bureau of Land Management announced it will kill hundreds of threatened desert tortoises it's been caring for at a Nevada conservation facility. The slaughter is being blamed on a lack of funds etc.   There is a solution. The conservation facility has been taking care of them since 1990. Now it's our turn. "	100000	2250	97750	https://petitions.whitehouse.gov/petition/save-tortoises-blm-nevada-blm-claiming-they-have-murder-hundreds-tortoises-they-dont-we-can	30	Closed	1377493635	742	378	213	137	127	67	69	59	38	59	36	25	24	21	28	11	21	18	14	17	10	17	16	21	25	18	12	9	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2250
10811	521cfe8db15a7a233900000a	petition	NO TO WAR IN SYRIA	"The American people do not want the United States to go to war in Syria. There are no American interests being threatened in Syria. Syria has not attacked the United States, nor American citizens, nor has Syria attacked United States armed forces personnel. There has been no Congressional declaration of war. There has been no United Nations Security Council resolution authorizing the use of force in Syria. To go to war in Syria at this time would be illegal and unconstitutional. To go to war in Syria at this time would be criminal under international law, the crime of aggression. The President of the United States is not authorized under law to declare war on his own. If the President will decide to go to war without a declaration of war from Congress, that would be an impeachable offense."	100000	26140	73860	https://petitions.whitehouse.gov/petition/no-war-syria	30	Closed	1377633069	1466	3121	2739	1641	1591	1955	3142	2276	2170	1654	950	554	686	477	279	317	133	128	105	66	120	99	119	123	61	51	34	37	21	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	26140
10816	521d62056ce61c256b000011	petition	"Fully protect a woman's right to breastfeed her child in public, including full enforcement provisions for that right."	"Most states (though not all) have laws stating that a woman is free to breastfeed her child anywhere, public or private, that she and her child are otherwise allowed to be. However, with the exception of a few states (CT, DC, NJ, VT, & WA), there exist no enforcement provisions. This means that as soon as a woman who is legally breastfeeding her child is asked by a business owner or security to leave, she is then trespassing.   Other countries (i.e. Taiwan, the UK) have fines for those who would interfere with a woman's right to breastfeed; the US should as well.  A woman should not be forced to hide, whether under a fabric cover, in the restroom, or in her car, simply because she elects to breastfeed her child. At its core, this is an issue of discrimination and should be treated as such."	100000	2428	97572	https://petitions.whitehouse.gov/petition/fully-protect-womans-right-breastfeed-her-child-public-including-full-enforcement	30	Closed	1377712161	9	56	33	258	308	199	118	255	140	73	48	74	155	71	64	41	70	41	48	42	32	55	62	43	23	23	15	29	21	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2428
10821	521d7fa2cde5b84d24000005	petition	Delay military action against Syria until the U.N. Weapons Inspectors verify use of Chemical Weapons	"The Obama administration has indicated that they may soon take military action against Syria in reaction to Syria's alleged use of chemical weapons. We believe that the United States Government, in light of the recent Iraq War and President Bush's failure to wait for U.N. Weapon Inspector confirmation of chemical weapons, has a moral responsibility to restore the American People's confidence in prudential government by waiting until the U.N. Inspectors (requested by the Western Powers and permitted entrance by Syria) have completed their report. "	100000	2992	97008	https://petitions.whitehouse.gov/petition/delay-military-action-against-syria-until-un-weapons-inspectors-verify-use-chemical-weapons	30	Closed	1377665282	280	528	390	280	204	167	178	190	164	137	85	87	113	29	31	20	16	5	9	14	16	6	13	11	2	2	3	4	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2992
10826	521e04b5eab72a7934000004	petition	Pledge that there will be no American military intervention in Syria.	"The conflict in Syria is of grave concern. Anytime the blood of civilians spills in the name of freedom and liberty, free men and women must ask ourselves whether we can assist the dreams they are dying for.   While tragic, this isn‰Ûªt a US concern; it‰Ûªs the United Nations.  We the people don‰Ûªt want to see our weapons used in the Syrian Civil War.  There is valid concern that the FSA is aligned with sworn enemies of the United States. We‰Ûªre aghast that you‰Ûªre considering supporting them.  Mr. President, you have been awarded the Nobel Peace Prize. Those afforded such lofty titles must rise to a higher standard lest they be judged for their leadership failures. We‰Ûªre raising our unified voice to a deafening crescendo and insisting that our military not be engaged in the Syrian Civil War.   "	100000	8293	91707	https://petitions.whitehouse.gov/petition/pledge-there-will-be-no-american-military-intervention-syria	30	Closed	1377699453	1399	1024	916	670	628	514	633	550	450	352	278	184	187	87	57	34	41	28	24	29	25	36	29	31	19	13	14	16	9	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8293
10831	521e065ba9a0b1fa25000010	petition	(Sep #2 of 3) Censure anti-whites for inciting the hatred that murdered Christopher Lane.	"Was Christopher Lane's murder part of ""White Genocide""? Yes, but NOT in the way you're thinking. White Genocide is Whites being forced to assimilate with the third-worlders that are being flooded into all White countries, so that we'll be blended out of existence by intermarriage. But Whites must also be taught that White Genocide is morally necessary. So anti-whites scream at us, ""Racist! Racist! Racist!, and teach schoolchildren that we're responsible for all the world's evil. They instill the hatred that produces brutal crimes against us, and instill self-hatred in Whites that makes us accept both our genocide and the brutality that accompanies it. They say they're anti-racist. What they are is anti-white. Anti-racist is a code word for anti-white. --- http://goo.gl/6Yyd59"	100000	400	99600	https://petitions.whitehouse.gov/petition/sep-2-3-censure-anti-whites-inciting-hatred-murdered-christopher-lane	47	Closed	1378008071	178	34	24	20	15	7	6	9	10	4	5	9	5	12	12	5	7	4	5	7	5	5	3	3	0	1	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	400
10836	521e0aadb15a7ac60100000c	petition	"(#3 of 3) Have President Obama state publicly, ""If my grandfather were still alive, he would look like Delbert Belton."""	"President Obama said, ‰ÛÏIf I had a son, he'd look like Trayvon.‰Ûù Every case of real or alleged White violence against a non-white is inflated into a national scandal. But any White who protests the far greater daily violence of non-whites against Whites is shamed with the R-word. Anti-whites use the R-word to make the White race the world's physical as well as moral punching bag. Anti-whites use the R-word to flood all White countries with non-whites, and to force Whites to integrate with them so that we will ""assimilate,"" i.e. intermarry and be blended out of existence. That's genocide in Tibet, and it's genocide in White countries. Those who are carrying out our genocide say they're anti-racist. What they are is anti-white! Anti-racist is a code word for anti-white! -- goo.gl/3SY5n"	100000	426	99574	https://petitions.whitehouse.gov/petition/3-3-have-president-obama-state-publicly-if-my-grandfather-were-still-alive-he-would-look	47	Closed	1378008027	180	37	27	19	11	12	11	6	13	3	8	8	5	12	14	7	9	6	6	4	6	1	1	3	0	5	3	2	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	426
10841	521e0e840aa04d880c000018	petition	"Consult college & university TEACHERS about higher education reform, not just administrators & business leaders."	"Mr. President, your current plan to reform higher education is too similar to the failed K-12 policy No Child Left Behind. It ignores the main causes of high college costs: the decline in state support for public higher education, and the fact that the drive for ""assessment"" has not only diverted time and resources away from teaching, it's also resulted in more overpaid administrators who cut costs by using  poorly paid, uninsured adjunct instructors, while faculty salaries stagnate. Instead of only hearing from the administrators and business leaders who are characterizing education as a marketable commodity, include input from caring, classroom-experienced faculty and instructors--from all disciplines and types of colleges and universities-- into your plan to reform higher education."	100000	1247	98753	https://petitions.whitehouse.gov/petition/consult-college-university-teachers-about-higher-education-reform-not-just-administrators	30	Closed	1377705799	27	18	18	160	175	120	93	98	55	41	30	34	34	26	25	23	25	24	23	31	24	40	27	28	10	8	8	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1247
